,Time,PedestrianId,X,Y,Yaw,Vx,Vy,Scene
0,1000.0,1.0,14.2745,5.3404,3.0912379160274104,-1.1012500000000003,0.05549999999999944,0
66,1000.0,2.0,14.6525,5.8122,-3.117517987627836,-0.8825000000000016,-0.021250000000000435,0
1,1200.0,1.0,14.054,5.3515,3.0912949758017487,-1.1024999999999974,0.05549999999999944,0
67,1200.0,2.0,14.475999999999999,5.808,-3.1178011095812854,-0.8825000000000038,-0.020999999999999908,0
2,1400.0,1.0,13.834,5.3626000000000005,3.091237916027409,-1.101249999999998,0.05550000000000055,0
68,1400.0,2.0,14.299,5.8037,-3.117552377734437,-0.8837500000000009,-0.021249999999999325,0
3,1600.0,1.0,13.614,5.3737,3.09118085625307,-1.0999999999999988,0.05550000000000166,0
69,1600.0,2.0,14.122,5.7994,-3.1173036458875885,-0.884999999999998,-0.021499999999998742,0
4,1800.0,1.0,13.3935,5.3837,3.093726544957428,-1.1012500000000003,0.0527500000000003,0
70,1800.0,2.0,13.905,5.83555,-0.07039246983741032,-0.9850000000000003,0.07962499999999983,0
5,2000.0,1.0,13.173,5.3937,3.096272233661786,-1.1025000000000018,0.049999999999998934,0
71,2000.0,2.0,13.687999999999999,5.8717,2.976518706212768,-1.0850000000000026,0.1807499999999984,0
6,2200.0,1.0,12.9495,5.3937,3.1189324436257895,-1.110000000000002,0.024999999999999467,0
72,2200.0,2.0,13.471499999999999,5.9079,2.9762192082042023,-1.0837499999999989,0.18087499999999923,0
7,2400.0,1.0,12.725999999999999,5.3937,3.141592653589793,-1.1175000000000024,0.0,0
73,2400.0,2.0,13.255,5.9441,2.9759197101956367,-1.0824999999999951,0.18100000000000005,0
8,2600.0,1.0,12.503,5.3937,3.141592653589793,-1.1162500000000009,0.0,0
74,2600.0,2.0,13.038,5.98025,2.976219208204201,-1.0837499999999989,0.18087500000000034,0
75,2800.0,2.0,12.821,6.0164,2.9765187062127656,-1.0850000000000026,0.18075000000000063,0
9,2800.0,1.0,12.28,5.3937,3.141592653589793,-1.1149999999999993,0.0,0
10,3000.0,1.0,12.057,5.3937,3.141592653589793,-1.114999999999997,0.0,0
76,3000.0,2.0,12.5895,6.03965,3.009007518535623,-1.1212500000000025,0.1485000000000003,0
77,3200.0,2.0,12.357999999999999,6.0629,3.0414963308584806,-1.1575000000000024,0.11624999999999996,0
11,3200.0,1.0,11.834000000000001,5.3937,3.141592653589793,-1.1149999999999949,0.0,0
78,3400.0,2.0,12.1205,6.080550000000001,3.0544547773616246,-1.1725000000000008,0.1022500000000004,0
